time,number,veh type,link,lane,x,vx,y,leader number,delta x,VISSIM delta v,delta v
66.2,20,100,4,1,66.34,54.46,0.5,17,85.03,3.69,3.6899999999999977
66.2,21,100,2,1,14.56,49.7,0.5,18,115.96,-1.88,-1.8299999999999983
66.3,4,100,10003,1,94.66,53.26,0.5,4,250.0,0.0,0.0
66.3,6,100,10003,1,9.61,52.62,0.5,4,85.03,-0.79,-0.6400000000000006
66.3,7,100,3,1,492.09,53.32,0.5,6,32.99,0.71,0.7000000000000028
66.3,8,100,3,1,388.45,54.92,0.5,7,103.68,1.74,1.6000000000000014
66.3,9,100,3,3,314.95,48.06,0.5,9,250.0,0.0,0.0
66.3,10,100,3,1,301.19,54.54,0.5,8,87.25,-0.52,-0.38000000000000256
66.3,11,100,3,2,243.79,51.09,0.5,11,250.0,0.0,0.0
66.3,12,100,3,3,185.65,49.3,0.5,9,129.33,1.37,1.2399999999999949
66.3,13,100,3,2,185.18,53.17,0.5,11,58.67,2.06,2.0799999999999983
66.3,14,100,3,3,127.44,55.57,0.5,12,187.72,7.65,6.270000000000003
66.3,15,100,3,1,54.35,48.79,0.5,10,246.69,-5.57,-5.75
66.3,16,100,3,1,36.54,50.33,0.5,15,17.85,1.48,1.5399999999999991
66.3,17,100,3,2,26.97,50.84,0.5,13,158.15,-2.32,-2.3299999999999983
66.3,18,100,3,1,8.26,51.53,0.5,16,28.32,1.17,1.2000000000000028
66.3,19,100,10000,2,9.14,51.22,0.5,14,137.74,-4.34,-4.350000000000001
66.3,20,100,4,1,67.86,54.53,0.5,17,84.93,3.69,3.6899999999999977
66.3,21,100,2,1,15.94,49.74,0.5,18,116.01,-1.84,-1.7899999999999991
66.4,4,100,10003,1,96.14,53.18,0.5,4,250.0,0.0,0.0
66.4,6,100,10003,1,11.07,52.71,0.5,4,85.05,-0.64,-0.46999999999999886
66.4,7,100,3,1,493.57,53.4,0.5,6,32.97,0.7,0.6899999999999977
66.4,8,100,3,1,389.98,54.86,0.5,7,103.63,1.6,1.4600000000000009
66.4,9,100,3,3,316.29,48.13,0.5,9,250.0,0.0,0.0
66.4,10,100,3,1,302.71,54.62,0.5,8,87.26,-0.38,-0.240000000000002
66.4,11,100,3,2,245.21,51.16,0.5,11,250.0,0.0,0.0
66.4,12,100,3,3,187.02,49.24,0.5,9,129.3,1.24,1.1099999999999994
66.4,13,100,3,2,186.66,53.26,0.5,11,58.61,2.08,2.1000000000000014
66.4,14,100,3,3,128.99,55.51,0.5,12,187.51,7.51,6.269999999999996
66.4,15,100,3,1,55.7,48.7,0.5,10,246.84,-5.75,-5.919999999999995
66.4,16,100,3,1,37.94,50.3,0.5,15,17.81,1.54,1.5999999999999943
66.4,17,100,3,2,28.38,50.9,0.5,13,158.22,-2.34,-2.3599999999999994
66.4,18,100,3,1,9.69,51.53,0.5,16,28.28,1.2,1.230000000000004
66.4,19,100,10000,2,10.57,51.14,0.5,14,137.86,-4.35,-4.369999999999997
66.4,20,100,4,1,69.37,54.59,0.5,17,84.83,3.69,3.690000000000005
66.4,21,100,2,1,17.33,49.78,0.5,18,116.06,-1.79,-1.75
66.5,4,100,10003,1,97.61,53.1,0.5,4,250.0,0.0,0.0
66.5,6,100,10003,1,12.54,52.8,0.5,4,85.06,-0.47,-0.30000000000000426
66.5,7,100,3,1,495.05,53.49,0.5,6,32.95,0.69,0.6900000000000048
66.5,8,100,3,1,391.5,54.8,0.5,7,103.59,1.46,1.3099999999999952
66.5,9,100,3,3,317.63,48.21,0.47,9,250.0,0.0,0.0
66.5,10,100,3,1,304.23,54.7,0.5,8,87.27,-0.24,-0.09999999999999432
66.5,11,100,3,2,246.63,51.22,0.5,11,250.0,0.0,0.0
66.5,12,100,3,3,188.39,49.18,0.5,9,129.27,1.11,0.9699999999999989
66.5,13,100,3,2,188.14,53.35,0.5,11,58.55,2.1,2.1300000000000026
66.5,14,100,3,3,130.53,55.44,0.5,12,187.3,7.37,6.259999999999998
66.5,15,100,3,1,57.05,48.61,0.5,10,247.01,-5.92,-6.090000000000003
66.5,16,100,3,1,39.34,50.26,0.5,15,17.76,1.6,1.6499999999999986
66.5,17,100,3,2,29.79,50.97,0.5,13,158.28,-2.36,-2.3800000000000026
66.5,18,100,3,1,11.12,51.52,0.5,16,46.01,2.83,1.2600000000000051
66.5,19,100,10000,2,11.98,51.07,0.5,14,137.98,-4.36,-4.369999999999997
66.5,20,100,4,1,70.89,54.66,0.5,17,84.72,3.69,3.6899999999999977
66.5,21,100,2,1,18.71,49.82,0.5,18,116.11,-1.75,-1.7000000000000028
66.6,4,100,10003,1,99.09,53.02,0.5,4,250.0,0.0,0.0
66.6,6,100,10003,1,14.01,52.89,0.5,4,85.07,-0.3,-0.13000000000000256
66.6,7,100,3,1,496.54,53.57,0.5,6,32.93,0.68,0.6799999999999997
66.6,8,100,3,1,393.02,54.74,0.5,7,103.55,1.31,1.1700000000000017
66.6,9,100,3,3,318.97,48.28,0.43,9,250.0,0.0,0.0
66.6,10,100,3,1,305.75,54.78,0.5,8,87.27,-0.1,0.03999999999999915
66.6,11,100,3,2,248.06,51.29,0.5,11,250.0,0.0,0.0
66.6,12,100,3,3,189.75,49.12,0.5,9,129.24,0.97,0.8399999999999963
66.6,13,100,3,2,189.62,53.36,0.5,11,58.49,2.12,2.0700000000000003
66.6,14,100,3,3,132.07,55.37,0.5,12,187.1,7.23,6.25
66.6,15,100,3,1,58.4,48.52,0.5,10,247.17,-6.09,-6.259999999999998
66.6,16,100,3,1,40.73,50.22,0.5,15,17.72,1.66,1.6999999999999957
66.6,17,100,3,2,31.21,51.04,0.5,13,158.35,-2.38,-2.3200000000000003
66.6,18,100,3,1,12.55,51.52,0.5,16,45.93,2.92,1.3000000000000043
66.6,19,100,10000,2,13.4,50.99,0.5,14,138.1,-4.37,-4.3799999999999955
66.6,20,100,4,1,72.41,54.73,0.5,17,84.62,3.69,3.6899999999999977
66.6,21,100,2,1,20.09,49.86,0.5,18,116.16,-1.7,-1.6600000000000037
66.7,4,100,5,1,3.62,52.93,0.5,4,250.0,0.0,0.0
66.7,6,100,10003,1,15.48,52.98,0.5,4,85.08,-0.12,0.04999999999999716
66.7,7,100,3,1,498.03,53.65,0.5,6,32.92,0.68,0.6700000000000017
66.7,8,100,3,1,394.54,54.69,0.5,7,103.52,1.17,1.0399999999999991
66.7,9,100,3,3,320.31,48.35,0.4,9,250.0,0.0,0.0
66.7,10,100,3,1,307.27,54.87,0.5,8,87.28,0.04,0.17999999999999972
66.7,11,100,3,2,249.48,51.35,0.5,11,250.0,0.0,0.0
66.7,12,100,3,3,191.12,49.07,0.5,9,129.21,0.84,0.7199999999999989
66.7,13,100,3,2,191.1,53.3,0.5,11,58.44,2.07,1.9499999999999957
66.7,14,100,3,3,133.6,55.31,0.5,12,186.9,7.09,6.240000000000002
66.7,15,100,3,1,59.75,48.43,0.5,10,247.34,-6.27,-6.439999999999998
66.7,16,100,3,1,42.13,50.18,0.5,15,17.67,1.71,1.75
66.7,17,100,3,2,32.63,51.1,0.5,13,158.41,-2.33,-2.1999999999999957
66.7,18,100,3,1,13.99,51.52,0.5,16,45.85,3.0,1.3400000000000034
66.7,19,100,10000,2,14.82,50.91,0.5,14,138.22,-4.38,-4.400000000000006
66.7,20,100,4,1,73.93,54.79,0.5,17,84.52,3.69,3.6899999999999977
66.7,21,100,2,1,21.48,49.91,0.5,18,116.21,-1.66,-1.6100000000000065
66.8,4,100,5,1,5.09,52.85,0.5,4,250.0,0.0,0.0
66.8,6,100,10003,1,16.95,53.07,0.5,4,85.08,0.05,0.21999999999999886
66.8,7,100,3,1,499.52,53.73,0.5,6,32.9,0.67,0.6599999999999966
66.8,8,100,3,1,396.06,54.63,0.5,7,103.49,1.03,0.9000000000000057
66.8,9,100,3,3,321.65,48.43,0.37,9,250.0,0.0,0.0
66.8,10,100,3,1,308.79,54.95,0.5,8,87.27,0.18,0.3200000000000003
66.8,11,100,3,2,250.91,51.42,0.5,11,250.0,0.0,0.0
66.8,12,100,3,3,192.48,49.01,0.5,9,129.19,0.71,0.5799999999999983
66.8,13,100,3,2,192.58,53.22,0.5,11,58.38,1.95,1.7999999999999972
66.8,14,100,3,3,135.14,55.24,0.5,12,186.7,6.95,6.230000000000004
66.8,15,100,3,1,61.09,48.34,0.5,10,247.52,-6.44,-6.609999999999999
66.8,16,100,3,1,43.52,50.14,0.5,15,17.62,1.76,1.7999999999999972
66.8,17,100,3,2,34.05,51.17,0.5,13,158.47,-2.2,-2.049999999999997
66.8,18,100,3,1,15.42,51.51,0.5,16,45.76,3.09,1.3699999999999974
66.8,19,100,10000,2,16.23,50.84,0.5,14,138.35,-4.39,-4.399999999999999
66.8,20,100,4,1,75.45,54.86,0.5,17,84.42,3.69,3.6899999999999977
66.8,21,100,2,1,22.87,49.95,0.5,18,116.25,-1.61,-1.5599999999999952
66.9,4,100,5,1,6.56,52.77,0.5,4,250.0,0.0,0.0
66.9,6,100,10003,1,18.43,53.16,0.5,4,85.07,0.22,0.38999999999999346
66.9,7,100,3,1,501.01,53.82,0.5,6,32.88,0.66,0.6600000000000037
66.9,8,100,3,1,397.58,54.57,0.5,7,103.46,0.89,0.75
66.9,9,100,3,3,323.0,48.5,0.33,9,250.0,0.0,0.0
66.9,10,100,3,1,310.32,55.03,0.5,8,87.27,0.32,0.46000000000000085
66.9,11,100,3,2,252.34,51.48,0.5,11,250.0,0.0,0.0
66.9,12,100,3,3,193.84,48.95,0.5,9,129.17,0.58,0.45000000000000284
66.9,13,100,3,2,194.06,53.13,0.5,11,58.33,1.8,1.6500000000000057
66.9,14,100,3,3,136.67,55.18,0.5,12,186.51,6.82,6.229999999999997
66.9,15,100,3,1,62.43,48.25,0.5,10,247.7,-6.61,-6.780000000000001
66.9,16,100,3,1,44.91,50.1,0.5,15,17.57,1.81,1.8500000000000014
66.9,17,100,3,2,35.47,51.24,0.5,13,158.53,-2.05,-1.8900000000000006
66.9,18,100,3,1,16.85,51.51,0.5,16,45.68,3.17,1.4099999999999966
66.9,19,100,10000,2,17.64,50.76,0.5,14,138.47,-4.4,-4.420000000000002
66.9,20,100,4,1,76.98,54.92,0.5,17,84.31,3.69,3.6799999999999997
66.9,21,100,2,1,24.25,49.99,0.5,18,116.3,-1.56,-1.519999999999996
67.0,4,100,5,1,8.03,52.69,0.5,4,250.0,0.0,0.0
67.0,6,100,10003,1,19.91,53.25,0.5,4,85.07,0.39,0.5600000000000023
67.0,7,100,3,1,502.51,53.9,0.5,6,32.86,0.65,0.6499999999999986
67.0,8,100,3,1,399.09,54.51,0.5,7,103.44,0.75,0.6099999999999994
67.0,9,100,3,3,324.35,48.57,0.3,9,250.0,0.0,0.0
67.0,10,100,3,1,311.85,55.12,0.5,8,87.25,0.46,0.6099999999999994
67.0,11,100,3,2,253.77,51.55,0.5,11,250.0,0.0,0.0
67.0,12,100,3,3,195.2,48.89,0.5,9,129.16,0.45,0.3200000000000003
67.0,13,100,3,2,195.53,53.04,0.5,11,58.28,1.65,1.490000000000002
67.0,14,100,3,3,138.2,55.11,0.5,12,186.33,6.68,6.219999999999999
67.0,15,100,3,1,63.77,48.16,0.5,10,247.89,-6.79,-6.960000000000001
67.0,16,100,3,1,46.3,50.05,0.5,15,17.52,1.85,1.8900000000000006
67.0,17,100,3,2,36.9,51.3,0.5,13,158.59,-1.89,-1.740000000000002
67.0,18,100,3,1,18.28,51.5,0.5,16,45.59,3.26,1.4500000000000028
67.0,19,100,10000,2,19.05,50.69,0.5,14,138.59,-4.42,-4.420000000000002
67.0,20,100,4,1,78.5,54.99,0.5,17,84.21,3.69,3.690000000000005
67.0,21,100,2,1,25.64,50.03,0.5,18,116.34,-1.51,-1.4699999999999989
67.1,4,100,5,1,9.49,52.6,0.5,4,250.0,0.0,0.0
67.1,6,100,10003,1,21.39,53.34,0.5,4,85.05,0.57,0.740000000000002
67.1,7,100,3,1,504.01,53.98,0.5,6,32.84,0.65,0.6399999999999935
67.1,8,100,3,1,400.6,54.45,0.5,7,103.42,0.61,0.47000000000000597
67.1,9,100,3,3,325.7,48.65,0.27,9,250.0,0.0,0.0
67.1,10,100,3,1,313.38,55.2,0.5,8,87.24,0.6,0.75
67.1,11,100,3,2,255.2,51.61,0.5,11,250.0,0.0,0.0
67.1,12,100,3,3,196.56,48.84,0.5,9,129.15,0.32,0.19000000000000483
67.1,13,100,3,2,197.01,52.96,0.5,11,58.24,1.5,1.3500000000000014
67.1,14,100,3,3,139.73,55.05,0.5,12,186.14,6.54,6.209999999999994
67.1,15,100,3,1,65.11,48.06,0.5,10,248.08,-6.96,-7.140000000000001
67.1,16,100,3,1,47.69,50.0,0.5,15,17.47,1.89,1.9399999999999977
67.1,17,100,3,2,38.32,51.37,0.5,13,158.64,-1.74,-1.5900000000000034
67.1,18,100,3,1,19.71,51.49,0.5,16,45.5,3.34,1.490000000000002
67.1,19,100,3,3,0.9,50.61,0.5,14,138.71,-4.43,-4.439999999999998
67.1,20,100,4,1,80.03,55.05,0.5,17,84.11,3.69,3.6799999999999997
67.1,21,100,2,1,27.03,50.07,0.5,18,116.38,-1.47,-1.4200000000000017
67.2,4,100,5,1,10.95,52.52,0.5,4,250.0,0.0,0.0
67.2,6,100,10003,1,22.87,53.43,0.5,4,85.03,0.74,0.9099999999999966
67.2,7,100,3,1,505.51,54.07,0.5,6,32.82,0.64,0.6400000000000006
67.2,8,100,3,1,402.12,54.4,0.5,7,103.4,0.47,0.3299999999999983
67.2,9,100,3,3,327.05,48.72,0.23,9,250.0,0.0,0.0
67.2,10,100,3,1,314.92,55.28,0.5,8,87.22,0.75,0.8800000000000026
67.2,11,100,3,2,256.64,51.68,0.5,11,250.0,0.0,0.0
67.2,12,100,3,3,197.91,48.78,0.5,9,129.14,0.19,0.060000000000002274
67.2,13,100,3,2,198.48,52.87,0.5,11,58.2,1.34,1.1899999999999977
67.2,14,100,3,3,141.26,54.98,0.5,12,185.96,6.4,6.199999999999996
67.2,15,100,3,1,66.44,47.97,0.5,10,248.27,-7.13,-7.310000000000002
67.2,16,100,3,1,49.08,49.95,0.5,15,17.42,1.93,1.980000000000004
67.2,17,100,3,2,39.75,51.43,0.5,13,158.68,-1.59,-1.4399999999999977
67.2,18,100,3,1,21.14,51.49,0.5,16,45.4,3.43,1.5399999999999991
67.2,19,100,3,3,2.3,50.53,0.5,14,138.84,-4.44,-4.449999999999996
67.2,20,100,4,1,81.56,55.12,0.5,17,84.01,3.69,3.6899999999999977
67.2,21,100,2,1,28.43,50.12,0.5,18,116.42,-1.42,-1.3700000000000045
67.3,4,100,5,1,12.41,52.44,0.5,4,250.0,0.0,0.0
67.3,6,100,10003,1,24.35,53.52,0.5,4,85.01,0.91,1.0800000000000054
67.3,7,100,3,1,507.01,54.15,0.5,6,32.81,0.63,0.6299999999999955
67.3,8,100,3,1,403.63,54.34,0.5,7,103.39,0.33,0.19000000000000483
67.3,9,100,3,3,328.4,48.79,0.2,9,250.0,0.0,0.0
67.3,10,100,3,1,316.46,55.37,0.5,8,87.2,0.89,1.029999999999994
67.3,11,100,3,2,258.07,51.74,0.5,11,250.0,0.0,0.0
67.3,12,100,3,3,199.27,48.72,0.5,9,129.14,0.06,-0.07000000000000028
67.3,13,100,3,2,199.94,52.78,0.5,11,58.16,1.19,1.0399999999999991
67.3,14,100,3,3,142.79,54.91,0.5,12,185.79,6.26,6.189999999999998
67.3,15,100,3,1,67.78,47.88,0.5,10,248.47,-7.31,-7.489999999999995
67.3,16,100,3,1,50.47,49.89,0.5,15,17.36,1.97,2.009999999999998
67.3,17,100,3,2,41.18,51.5,0.5,13,158.73,-1.44,-1.2800000000000011
67.3,18,100,3,1,22.57,51.48,0.5,16,45.3,3.51,1.5899999999999963
67.3,19,100,3,3,3.71,50.46,0.5,14,138.96,-4.45,-4.449999999999996
67.3,20,100,4,1,83.09,55.18,0.5,17,83.9,3.68,3.6799999999999997
67.3,21,100,2,1,29.82,50.16,0.5,18,116.46,-1.37,-1.3200000000000003
67.4,4,100,5,1,13.86,52.36,0.5,4,250.0,0.0,0.0
67.4,6,100,10003,1,25.84,53.61,0.5,4,84.98,1.08,1.25
67.4,7,100,3,1,508.52,54.23,0.5,6,32.79,0.62,0.6199999999999974
67.4,8,100,3,1,405.14,54.28,0.5,7,103.39,0.19,0.05000000000000426
67.4,9,100,3,3,329.76,48.87,0.17,9,250.0,0.0,0.0
67.4,10,100,3,1,317.99,55.45,0.5,8,87.17,1.03,1.1700000000000017
67.4,11,100,3,2,259.51,51.81,0.5,11,250.0,0.0,0.0
67.4,12,100,3,3,200.62,48.66,0.5,9,129.14,-0.07,-0.21000000000000085
67.4,13,100,3,2,201.41,52.7,0.5,11,58.13,1.04,0.8900000000000006
67.4,14,100,3,3,144.31,54.85,0.5,12,185.61,6.12,6.190000000000005
67.4,15,100,3,1,69.1,47.79,0.5,10,248.68,-7.48,-7.660000000000004
67.4,16,100,3,1,51.85,49.84,0.5,15,17.31,2.01,2.0500000000000043
67.4,17,100,3,2,42.61,51.57,0.5,13,158.76,-1.28,-1.1300000000000026
67.4,18,100,3,1,24.0,51.47,0.5,16,45.21,3.6,1.6299999999999955
67.4,19,100,3,3,5.11,50.38,0.5,14,139.08,-4.46,-4.469999999999999
67.4,20,100,4,1,84.63,55.25,0.5,17,83.8,3.68,3.6799999999999997
67.4,21,100,2,1,31.21,50.2,0.5,18,116.5,-1.32,-1.269999999999996
67.5,4,100,5,1,15.31,52.27,0.5,4,250.0,0.0,0.0
67.5,6,100,10003,1,27.33,53.7,0.5,4,84.95,1.26,1.4299999999999997
67.5,7,100,3,1,510.03,54.31,0.5,6,32.77,0.62,0.6099999999999994
67.5,8,100,3,1,406.64,54.22,0.5,7,103.38,0.05,-0.09000000000000341
67.5,9,100,3,3,331.12,48.94,0.13,9,250.0,0.0,0.0
67.5,10,100,3,1,319.54,55.53,0.5,8,87.14,1.17,1.3100000000000023
67.5,11,100,3,2,260.95,51.87,0.5,11,250.0,0.0,0.0
67.5,12,100,3,3,201.97,48.61,0.5,9,129.14,-0.2,-0.3299999999999983
67.5,13,100,3,2,202.87,52.61,0.5,11,58.1,0.89,0.740000000000002
67.5,14,100,3,3,145.84,54.78,0.5,12,185.45,5.98,6.170000000000002
67.5,15,100,3,1,70.43,47.7,0.5,10,248.89,-7.66,-7.829999999999998
67.5,16,100,3,1,53.24,49.74,0.5,15,17.25,2.04,2.039999999999999
67.5,17,100,3,2,44.04,51.63,0.5,13,158.8,-1.13,-0.9799999999999969
67.5,18,100,3,1,25.43,51.47,0.5,16,45.11,3.68,1.7299999999999969
67.5,19,100,3,3,6.5,50.3,0.5,14,139.21,-4.47,-4.480000000000004
67.5,20,100,4,1,86.16,55.32,0.5,17,83.7,3.68,3.6899999999999977
67.5,21,100,2,1,32.61,50.24,0.5,18,116.53,-1.27,-1.2299999999999969
67.5,22,100,2,1,0.76,50.46,0.5,21,31.85,0.19,0.21999999999999886
67.6,4,100,5,1,16.77,52.19,0.5,4,250.0,0.0,0.0
67.6,6,100,10003,1,28.83,53.79,0.5,4,84.91,1.43,1.6000000000000014
67.6,7,100,3,1,511.53,54.4,0.5,6,32.76,0.61,0.6099999999999994
67.6,8,100,3,1,408.15,54.16,0.5,7,103.38,-0.09,-0.240000000000002
67.6,9,100,3,3,332.48,49.01,0.1,9,250.0,0.0,0.0
67.6,10,100,3,1,321.08,55.61,0.5,8,87.11,1.31,1.4500000000000028
67.6,11,100,3,2,262.39,51.94,0.5,11,250.0,0.0,0.0
67.6,12,100,3,3,203.32,48.55,0.5,9,129.15,-0.33,-0.46000000000000085
67.6,13,100,3,2,204.33,52.52,0.5,11,58.08,0.74,0.5800000000000054
67.6,14,100,3,3,147.36,54.72,0.5,12,185.28,5.84,6.170000000000002
67.6,15,100,3,1,71.75,47.61,0.5,10,249.11,-7.83,-8.0
67.6,16,100,3,1,54.62,49.64,0.5,15,17.19,2.04,2.030000000000001
67.6,17,100,3,2,45.48,51.7,0.5,13,158.83,-0.98,-0.8200000000000003
67.6,18,100,3,1,26.86,51.46,0.5,16,45.0,3.76,1.8200000000000003
67.6,19,100,3,3,7.9,50.23,0.5,14,139.33,-4.48,-4.490000000000002
67.6,20,100,4,1,87.7,55.38,0.5,17,83.6,3.68,3.6799999999999997
67.6,21,100,2,1,34.0,50.28,0.5,18,116.57,-1.22,-1.1799999999999997
67.6,22,100,2,1,2.16,50.54,0.5,21,31.85,0.22,0.259999999999998
67.7,4,100,5,1,18.21,52.11,0.5,4,250.0,0.0,0.0
67.7,6,100,10003,1,30.32,53.88,0.5,4,84.87,1.6,1.7700000000000031
67.7,7,100,3,1,513.05,54.48,0.5,6,32.74,0.6,0.5999999999999943
67.7,8,100,3,1,409.65,54.11,0.5,7,103.39,-0.23,-0.36999999999999744
67.7,9,100,3,3,333.84,49.09,0.07,9,250.0,0.0,0.0
67.7,10,100,3,1,322.63,55.7,0.5,8,87.07,1.45,1.5900000000000034
67.7,11,100,3,2,263.84,52.0,0.5,11,250.0,0.0,0.0
67.7,12,100,3,3,204.67,48.49,0.5,9,129.16,-0.46,-0.6000000000000014
67.7,13,100,3,2,205.79,52.44,0.5,11,58.06,0.58,0.4399999999999977
67.7,14,100,3,3,148.88,54.65,0.5,12,185.12,5.7,6.159999999999997
67.7,15,100,3,1,73.08,47.52,0.5,10,249.33,-8.0,-8.18
67.7,16,100,3,1,55.99,49.55,0.5,15,17.14,2.03,2.029999999999994
67.7,17,100,3,2,46.92,51.77,0.5,13,158.85,-0.82,-0.6699999999999946
67.7,18,100,3,1,28.29,51.45,0.5,16,44.9,3.85,1.9000000000000057
67.7,19,100,3,3,9.3,50.15,0.5,14,139.46,-4.49,-4.5
67.7,20,100,4,1,89.24,55.45,0.5,17,83.49,3.68,3.6799999999999997
67.7,21,100,2,1,35.4,50.33,0.5,18,116.6,-1.17,-1.1200000000000045
67.7,22,100,2,1,3.57,50.61,0.5,21,31.84,0.25,0.28000000000000114
67.8,4,100,5,1,19.66,52.03,0.5,4,250.0,0.0,0.0
67.8,6,100,10003,1,31.82,53.97,0.5,4,84.83,1.77,1.9399999999999977
67.8,7,100,3,1,514.56,54.56,0.5,6,32.72,0.6,0.5900000000000034
67.8,8,100,3,1,411.15,54.05,0.5,7,103.4,-0.37,-0.5100000000000051
67.8,9,100,3,3,335.21,49.16,0.03,9,250.0,0.0,0.0
67.8,10,100,3,1,324.17,55.78,0.5,8,87.03,1.59,1.730000000000004
67.8,11,100,3,2,265.28,52.07,0.5,11,250.0,0.0,0.0
67.8,12,100,3,3,206.01,48.43,0.5,9,129.17,-0.6,-0.7299999999999969
67.8,13,100,3,2,207.24,52.35,0.5,11,58.05,0.43,0.28000000000000114
67.8,14,100,3,3,150.39,54.58,0.5,12,184.97,5.56,6.149999999999999
67.8,15,100,3,1,74.39,47.43,0.5,10,249.55,-8.18,-8.350000000000001
67.8,16,100,3,1,57.37,49.45,0.5,15,17.08,2.02,2.020000000000003
67.8,17,100,3,2,48.35,51.83,0.5,13,158.87,-0.67,-0.5200000000000031
67.8,18,100,3,1,29.72,51.44,0.5,16,44.79,3.93,1.9899999999999949
67.8,19,100,3,3,10.69,50.07,0.5,14,139.58,-4.5,-4.509999999999998
67.8,20,100,4,1,90.78,55.51,0.5,17,83.39,3.68,3.6799999999999997
67.8,21,100,2,1,36.8,50.37,0.5,18,116.63,-1.12,-1.0700000000000003
67.8,22,100,2,1,4.97,50.68,0.5,21,31.83,0.28,0.3100000000000023
67.9,4,100,5,1,21.1,51.94,0.5,4,250.0,0.0,0.0
67.9,6,100,10003,1,33.32,54.06,0.5,4,84.77,1.95,2.1200000000000045
67.9,7,100,10003,1,0.63,54.64,0.5,6,32.71,0.59,0.5799999999999983
67.9,8,100,3,1,412.65,53.99,0.5,7,103.41,-0.51,-0.6499999999999986
67.9,9,100,3,2,336.57,49.23,1.0,9,250.0,0.0,0.0
67.9,10,100,3,1,325.72,55.86,0.5,8,86.98,1.73,1.8699999999999974
67.9,11,100,3,2,266.73,52.13,0.5,11,250.0,0.0,0.0
67.9,12,100,3,3,207.36,48.38,0.5,9,129.19,-0.73,-0.8499999999999943
67.9,13,100,3,2,208.7,52.26,0.5,11,58.04,0.28,0.12999999999999545
67.9,14,100,3,3,151.91,54.52,0.5,12,184.81,5.42,6.140000000000001
67.9,15,100,3,1,75.71,47.34,0.5,10,249.78,-8.35,-8.519999999999996
67.9,16,100,3,1,58.74,49.35,0.5,15,17.02,2.02,2.009999999999998
67.9,17,100,3,2,49.8,51.9,0.5,13,158.89,-0.52,-0.35999999999999943
67.9,18,100,3,1,31.15,51.43,0.5,16,44.68,4.01,2.0799999999999983
67.9,19,100,3,3,12.08,50.0,0.5,14,139.71,-4.51,-4.520000000000003
67.9,20,100,4,1,92.33,55.58,0.5,17,83.29,3.68,3.6799999999999997
67.9,21,100,2,1,38.2,50.41,0.5,18,116.66,-1.07,-1.0200000000000031
67.9,22,100,2,1,6.38,50.76,0.5,21,31.82,0.31,0.3500000000000014
68.0,4,100,5,1,22.55,51.86,0.5,4,250.0,0.0,0.0
68.0,6,100,10003,1,34.82,54.15,0.5,4,84.72,2.12,2.289999999999999
68.0,7,100,10003,1,2.15,54.73,0.5,6,32.69,0.58,0.5799999999999983
68.0,8,100,3,1,414.15,53.93,0.5,7,103.42,-0.65,-0.7999999999999972
68.0,9,100,3,2,337.94,49.31,0.97,9,250.0,0.0,0.0
68.0,10,100,3,1,327.28,55.87,0.5,8,10.85,6.63,1.9399999999999977
68.0,11,100,3,2,268.18,52.2,0.5,9,69.84,2.9,2.8900000000000006
68.0,12,100,3,3,208.7,48.32,0.5,12,250.0,0.0,0.0
68.0,13,100,3,2,210.15,52.18,0.5,11,58.03,0.13,-0.020000000000003126
68.0,14,100,3,3,153.42,54.51,0.5,12,55.45,6.14,6.189999999999998
68.0,15,100,3,1,77.02,47.25,0.5,10,250.01,-8.52,-8.619999999999997
68.0,16,100,3,1,60.11,49.25,0.5,15,16.97,2.01,2.0
68.0,17,100,3,2,51.24,51.97,0.5,13,158.9,-0.36,-0.21000000000000085
68.0,18,100,3,1,32.57,51.42,0.5,16,44.57,4.09,2.1700000000000017
68.0,19,100,3,3,13.46,49.92,0.5,14,139.83,-4.52,-4.589999999999996
68.0,20,100,4,1,93.87,55.64,0.5,17,83.19,3.68,3.6700000000000017
68.0,21,100,2,1,39.6,50.45,0.5,18,116.69,-1.02,-0.9699999999999989
68.0,22,100,2,1,7.79,50.83,0.5,21,31.82,0.35,0.37999999999999545
68.1,4,100,5,1,23.99,51.78,0.5,4,250.0,0.0,0.0
68.1,6,100,10003,1,36.33,54.24,0.5,4,84.66,2.29,2.460000000000001
68.1,7,100,10003,1,3.67,54.81,0.5,6,32.67,0.57,0.5700000000000003
68.1,8,100,3,1,415.65,53.87,0.5,7,103.44,-0.79,-0.9400000000000048
68.1,9,100,3,2,339.31,49.38,0.93,9,250.0,0.0,0.0
68.1,10,100,3,1,328.83,55.81,0.5,8,10.66,6.57,1.9400000000000048
68.1,11,100,3,2,269.63,52.27,0.5,9,69.76,2.89,2.8900000000000006
68.1,12,100,3,3,210.04,48.26,0.5,12,250.0,0.0,0.0
68.1,13,100,3,2,211.6,52.09,0.5,11,58.03,-0.02,-0.17999999999999972
68.1,14,100,3,3,154.94,54.49,0.5,12,55.28,6.19,6.230000000000004
68.1,15,100,3,1,78.34,47.16,0.5,10,250.25,-8.62,-8.650000000000006
68.1,16,100,3,1,61.48,49.15,0.5,15,16.91,2.0,1.990000000000002
68.1,17,100,3,2,52.68,52.03,0.5,13,158.91,-0.21,-0.060000000000002274
68.1,18,100,3,1,34.0,51.41,0.5,16,44.45,4.17,2.259999999999998
