time,number,veh type,link,lane,x,vx,y,leader number,delta x,VISSIM delta v,delta v
10.1,1,100,3,2,13.63,53.75,0.5,1,250.0,0.0,0.0
10.1,2,100,4,2,44.01,55.39,0.5,2,250.0,0.0,0.0
10.2,1,100,3,2,15.13,53.84,0.5,1,250.0,0.0,0.0
10.2,2,100,4,2,45.55,55.49,0.5,2,250.0,0.0,0.0
10.2,3,100,4,1,0.02,50.92,0.5,1,140.74,-2.9,-2.9200000000000017
10.3,1,100,3,2,16.63,53.93,0.5,1,250.0,0.0,0.0
10.3,2,100,4,2,47.09,55.58,0.5,2,250.0,0.0,0.0
10.3,3,100,4,1,1.44,51.01,0.5,1,140.83,-2.92,-2.9200000000000017
10.4,1,100,3,2,18.13,54.02,0.5,1,250.0,0.0,0.0
10.4,2,100,4,2,48.64,55.61,0.5,2,250.0,0.0,0.0
10.4,3,100,4,1,2.85,51.09,0.5,1,140.91,-2.92,-2.9299999999999997
10.5,1,100,3,2,19.63,54.11,0.5,1,250.0,0.0,0.0
10.5,2,100,4,2,50.18,55.56,0.5,2,250.0,0.0,0.0
10.5,3,100,4,1,4.28,51.18,0.5,1,140.99,-2.93,-2.9299999999999997
10.6,1,100,3,2,21.13,54.2,0.5,1,250.0,0.0,0.0
10.6,2,100,4,2,51.72,55.46,0.5,2,250.0,0.0,0.0
10.6,3,100,4,1,5.7,51.27,0.5,1,141.07,-2.93,-2.9299999999999997
10.7,1,100,3,2,22.64,54.29,0.5,1,250.0,0.0,0.0
10.7,2,100,4,2,53.26,55.37,0.5,2,250.0,0.0,0.0
10.7,3,100,4,1,7.12,51.35,0.5,1,141.15,-2.93,-2.9399999999999977
10.8,1,100,3,2,24.15,54.37,0.5,1,250.0,0.0,0.0
10.8,2,100,4,2,54.8,55.27,0.5,2,250.0,0.0,0.0
10.8,3,100,4,1,8.55,51.44,0.5,1,141.23,-2.93,-2.9299999999999997
10.9,1,100,3,2,25.66,54.46,0.5,1,250.0,0.0,0.0
10.9,2,100,4,2,56.33,55.18,0.5,2,250.0,0.0,0.0
10.9,3,100,4,1,9.98,51.53,0.5,1,141.31,-2.93,-2.9299999999999997
11.0,1,100,3,2,27.17,54.55,0.5,1,250.0,0.0,0.0
11.0,2,100,4,2,57.86,55.08,0.5,2,250.0,0.0,0.0
11.0,3,100,4,1,11.41,51.62,0.5,1,141.39,-2.94,-2.9299999999999997
11.1,1,100,3,2,28.69,54.64,0.5,1,250.0,0.0,0.0
11.1,2,100,4,2,59.39,54.98,0.5,2,250.0,0.0,0.0
11.1,3,100,4,1,12.85,51.7,0.5,1,141.48,-2.94,-2.9399999999999977
11.2,1,100,3,2,30.21,54.73,0.5,1,250.0,0.0,0.0
11.2,2,100,4,2,60.92,54.89,0.5,2,250.0,0.0,0.0
11.2,3,100,4,1,14.29,51.79,0.5,1,141.56,-2.94,-2.9399999999999977
11.3,1,100,3,2,31.73,54.82,0.5,1,250.0,0.0,0.0
11.3,2,100,4,2,62.44,54.79,0.5,2,250.0,0.0,0.0
11.3,3,100,4,1,15.73,51.88,0.5,1,141.64,-2.94,-2.9399999999999977
11.4,1,100,3,2,33.25,54.91,0.5,1,250.0,0.0,0.0
11.4,2,100,4,2,63.96,54.69,0.5,2,250.0,0.0,0.0
11.4,3,100,4,1,17.17,51.96,0.5,1,141.72,-2.94,-2.9499999999999957
11.5,1,100,3,2,34.78,55.0,0.5,1,250.0,0.0,0.0
11.5,2,100,4,2,65.48,54.6,0.5,2,250.0,0.0,0.0
11.5,3,100,4,1,18.61,52.05,0.5,1,141.8,-2.95,-2.950000000000003
11.6,1,100,3,2,36.31,55.09,0.5,1,250.0,0.0,0.0
11.6,2,100,4,2,67.0,54.5,0.5,2,250.0,0.0,0.0
11.6,3,100,4,1,20.06,52.14,0.5,1,141.89,-2.95,-2.950000000000003
11.7,1,100,3,2,37.84,55.18,0.5,1,250.0,0.0,0.0
11.7,2,100,4,2,68.51,54.41,0.5,2,250.0,0.0,0.0
11.7,3,100,4,1,21.51,52.23,0.5,1,141.97,-2.95,-2.950000000000003
11.8,1,100,3,2,39.38,55.27,0.5,1,250.0,0.0,0.0
11.8,2,100,4,2,70.02,54.31,0.5,2,250.0,0.0,0.0
11.8,3,100,4,1,22.96,52.31,0.5,1,142.05,-2.95,-2.960000000000001
11.9,1,100,3,2,40.91,55.36,0.5,1,250.0,0.0,0.0
11.9,2,100,4,2,71.53,54.21,0.5,2,250.0,0.0,0.0
11.9,3,100,4,1,24.42,52.4,0.5,1,142.13,-2.96,-2.960000000000001
12.0,1,100,3,2,42.45,55.37,0.5,1,250.0,0.0,0.0
12.0,2,100,4,2,73.03,54.12,0.5,2,250.0,0.0,0.0
12.0,3,100,4,1,25.87,52.49,0.5,1,142.21,-2.96,-2.8799999999999955
12.1,1,100,3,2,43.99,55.32,0.5,1,250.0,0.0,0.0
12.1,2,100,4,2,74.53,54.02,0.5,2,250.0,0.0,0.0
12.1,3,100,4,1,27.33,52.57,0.5,1,142.29,-2.89,-2.75
12.2,1,100,3,2,45.52,55.23,0.5,1,250.0,0.0,0.0
12.2,2,100,4,2,76.03,53.93,0.5,2,250.0,0.0,0.0
12.2,3,100,4,1,28.79,52.66,0.5,1,142.37,-2.75,-2.5700000000000003
12.3,1,100,3,2,47.06,55.14,0.5,1,250.0,0.0,0.0
12.3,2,100,4,2,77.53,53.83,0.5,2,250.0,0.0,0.0
12.3,3,100,4,1,30.26,52.75,0.5,1,142.45,-2.57,-2.3900000000000006
12.4,1,100,3,2,48.59,55.05,0.5,1,250.0,0.0,0.0
12.4,2,100,4,2,79.02,53.73,0.5,2,250.0,0.0,0.0
12.4,3,100,4,1,31.72,52.84,0.5,1,142.52,-2.39,-2.2099999999999937
12.5,1,100,3,2,50.11,54.96,0.5,1,250.0,0.0,0.0
12.5,2,100,4,2,80.51,53.64,0.5,2,250.0,0.0,0.0
12.5,3,100,4,1,33.19,52.92,0.5,1,142.58,-2.22,-2.039999999999999
12.6,1,100,3,2,51.64,54.87,0.5,1,250.0,0.0,0.0
12.6,2,100,4,2,82.0,53.54,0.5,2,250.0,0.0,0.0
12.6,3,100,4,1,34.66,52.94,0.5,1,142.64,-2.04,-1.9299999999999997
12.7,1,100,3,2,53.16,54.78,0.5,1,250.0,0.0,0.0
12.7,2,100,4,2,83.49,53.45,0.5,2,250.0,0.0,0.0
12.7,3,100,4,1,36.13,52.88,0.5,1,142.69,-1.94,-1.8999999999999986
12.8,1,100,3,2,54.68,54.69,0.5,1,250.0,0.0,0.0
12.8,2,100,4,2,84.97,53.35,0.5,2,250.0,0.0,0.0
12.8,3,100,4,1,37.6,52.79,0.5,1,142.75,-1.9,-1.8999999999999986
12.9,1,100,3,2,56.2,54.61,0.5,1,250.0,0.0,0.0
12.9,2,100,4,2,86.45,53.25,0.5,2,250.0,0.0,0.0
12.9,3,100,4,1,39.07,52.71,0.5,1,142.8,-1.9,-1.8999999999999986
13.0,1,100,3,2,57.72,54.52,0.5,1,250.0,0.0,0.0
13.0,2,100,4,2,87.93,53.16,0.5,2,250.0,0.0,0.0
13.0,3,100,4,1,40.53,52.62,0.5,1,142.85,-1.9,-1.9000000000000057
13.1,1,100,3,2,59.23,54.43,0.5,1,250.0,0.0,0.0
13.1,2,100,4,2,89.4,53.06,0.5,2,250.0,0.0,0.0
13.1,3,100,4,1,41.99,52.53,0.5,1,142.91,-1.9,-1.8999999999999986
13.2,1,100,3,2,60.74,54.34,0.5,1,250.0,0.0,0.0
13.2,2,100,4,2,90.88,52.96,0.5,2,250.0,0.0,0.0
13.2,3,100,4,1,43.45,52.44,0.5,1,142.96,-1.89,-1.9000000000000057
13.3,1,100,3,2,62.25,54.25,0.5,1,250.0,0.0,0.0
13.3,2,100,4,2,92.35,52.87,0.5,2,250.0,0.0,0.0
13.3,3,100,4,1,44.9,52.36,0.5,1,143.01,-1.89,-1.8900000000000006
13.4,1,100,3,2,63.75,54.16,0.5,1,250.0,0.0,0.0
13.4,2,100,4,2,93.81,52.77,0.5,2,250.0,0.0,0.0
13.4,3,100,4,1,46.36,52.27,0.5,1,143.06,-1.89,-1.8899999999999935
13.5,1,100,3,2,65.26,54.07,0.5,1,250.0,0.0,0.0
13.5,2,100,4,2,95.28,52.68,0.5,2,250.0,0.0,0.0
13.5,3,100,4,1,47.81,52.18,0.5,1,143.12,-1.89,-1.8900000000000006
13.6,1,100,3,2,66.76,53.98,0.5,1,250.0,0.0,0.0
13.6,2,100,4,2,96.74,52.58,0.5,2,250.0,0.0,0.0
13.6,3,100,4,1,49.25,52.1,0.5,1,143.17,-1.89,-1.8799999999999955
13.7,1,100,3,2,68.26,53.89,0.5,1,250.0,0.0,0.0
13.7,2,100,4,2,98.2,52.48,0.5,2,250.0,0.0,0.0
13.7,3,100,4,1,50.7,52.01,0.5,1,143.22,-1.88,-1.8800000000000026
13.8,1,100,3,2,69.75,53.8,0.5,1,250.0,0.0,0.0
13.8,2,100,4,2,99.66,52.39,0.5,2,250.0,0.0,0.0
13.8,3,100,4,1,52.14,51.92,0.5,1,143.27,-1.88,-1.8799999999999955
13.9,1,100,3,2,71.24,53.71,0.5,1,250.0,0.0,0.0
13.9,2,100,4,2,101.11,52.29,0.5,2,250.0,0.0,0.0
13.9,3,100,4,1,53.59,51.83,0.5,1,143.33,-1.88,-1.8800000000000026
14.0,1,100,3,2,72.74,53.62,0.5,1,250.0,0.0,0.0
14.0,2,100,4,2,102.56,52.2,0.5,2,250.0,0.0,0.0
14.0,3,100,4,1,55.02,51.75,0.5,1,143.38,-1.88,-1.8699999999999974
14.1,1,100,3,2,74.22,53.53,0.5,1,250.0,0.0,0.0
14.1,2,100,4,2,104.01,52.1,0.5,2,250.0,0.0,0.0
14.1,3,100,4,1,56.46,51.66,0.5,1,143.43,-1.88,-1.8700000000000045
14.2,1,100,3,2,75.71,53.44,0.5,1,250.0,0.0,0.0
14.2,2,100,4,2,105.46,52.0,0.5,2,250.0,0.0,0.0
14.2,3,100,4,1,57.89,51.57,0.5,1,143.48,-1.87,-1.8699999999999974
14.3,1,100,3,2,77.19,53.36,0.5,1,250.0,0.0,0.0
14.3,2,100,10000,2,0.74,51.91,0.5,2,250.0,0.0,0.0
14.3,3,100,4,1,59.33,51.49,0.5,1,143.53,-1.87,-1.8699999999999974
14.3,4,100,4,2,0.44,50.89,0.5,2,106.43,-1.18,-1.019999999999996
14.4,1,100,3,2,78.67,53.27,0.5,1,250.0,0.0,0.0
14.4,2,100,10000,2,2.18,51.81,0.5,2,250.0,0.0,0.0
14.4,3,100,4,1,60.75,51.4,0.5,1,143.59,-1.87,-1.8700000000000045
14.4,4,100,4,2,1.86,50.97,0.5,2,106.46,-1.02,-0.8400000000000034
14.5,1,100,3,2,80.15,53.18,0.5,1,250.0,0.0,0.0
14.5,2,100,10000,2,3.62,51.72,0.5,2,250.0,0.0,0.0
14.5,3,100,4,1,62.18,51.31,0.5,1,143.64,-1.87,-1.8699999999999974
14.5,4,100,4,2,3.27,51.06,0.5,2,106.48,-0.84,-0.6599999999999966
14.6,1,100,3,2,81.63,53.09,0.5,1,250.0,0.0,0.0
14.6,2,100,10000,2,5.05,51.62,0.5,2,250.0,0.0,0.0
14.6,3,100,4,1,63.6,51.22,0.5,1,143.69,-1.86,-1.8700000000000045
14.6,4,100,4,2,4.69,51.14,0.5,2,106.51,-0.66,-0.4799999999999969
14.7,1,100,3,2,83.1,53.0,0.5,1,250.0,0.0,0.0
14.7,2,100,10000,2,6.49,51.52,0.5,2,250.0,0.0,0.0
14.7,3,100,4,1,65.03,51.14,0.5,1,143.74,-1.86,-1.8599999999999994
14.7,4,100,4,2,6.11,51.22,0.5,2,106.52,-0.48,-0.30000000000000426
14.8,1,100,3,2,84.57,52.91,0.5,1,250.0,0.0,0.0
14.8,2,100,10000,2,7.92,51.43,0.5,2,250.0,0.0,0.0
14.8,3,100,4,1,66.45,51.05,0.5,1,143.79,-1.86,-1.8599999999999994
14.8,4,100,4,2,7.54,51.3,0.5,2,106.53,-0.3,-0.13000000000000256
14.9,1,100,3,2,86.04,52.82,0.5,1,250.0,0.0,0.0
14.9,2,100,10000,2,9.34,51.33,0.5,2,250.0,0.0,0.0
14.9,3,100,4,1,67.86,50.96,0.5,1,143.84,-1.86,-1.8599999999999994
14.9,4,100,4,2,8.96,51.39,0.5,2,106.54,-0.12,0.060000000000002274
15.0,1,100,3,2,87.51,52.73,0.5,1,250.0,0.0,0.0
15.0,2,100,10000,2,10.77,51.23,0.5,2,250.0,0.0,0.0
15.0,3,100,4,1,69.28,50.88,0.5,1,143.9,-1.86,-1.8499999999999943
15.0,4,100,4,2,10.39,51.47,0.5,2,106.54,0.06,0.240000000000002
15.1,1,100,3,2,88.97,52.64,0.5,1,250.0,0.0,0.0
15.1,2,100,10000,2,12.19,51.14,0.5,2,250.0,0.0,0.0
15.1,3,100,4,1,70.69,50.79,0.5,1,143.95,-1.85,-1.8500000000000014
15.1,4,100,4,2,11.82,51.55,0.5,2,106.53,0.23,0.4099999999999966
15.2,1,100,3,2,90.43,52.55,0.5,1,250.0,0.0,0.0
15.2,2,100,10000,2,13.61,51.04,0.5,2,250.0,0.0,0.0
15.2,3,100,4,1,72.1,50.7,0.5,1,144.0,-1.85,-1.8499999999999943
15.2,4,100,4,2,13.26,51.63,0.5,2,106.53,0.41,0.5900000000000034
15.3,1,100,3,2,91.89,52.46,0.5,1,250.0,0.0,0.0
15.3,2,100,10000,2,15.03,50.95,0.5,2,250.0,0.0,0.0
15.3,3,100,4,1,73.51,50.61,0.5,1,144.05,-1.85,-1.8500000000000014
15.3,4,100,4,2,14.69,51.72,0.5,2,106.51,0.59,0.769999999999996
15.3,5,100,2,1,0.88,55.25,0.5,5,250.0,0.0,0.0
15.4,1,100,3,2,93.35,52.37,0.5,1,250.0,0.0,0.0
15.4,2,100,10000,2,16.44,50.85,0.5,2,250.0,0.0,0.0
15.4,3,100,4,1,74.91,50.53,0.5,1,144.1,-1.85,-1.8399999999999963
15.4,4,100,4,2,16.13,51.8,0.5,2,106.49,0.77,0.9499999999999957
15.4,5,100,2,1,2.42,55.33,0.5,5,250.0,0.0,0.0
15.5,1,100,3,2,94.8,52.28,0.5,1,250.0,0.0,0.0
15.5,2,100,10000,2,17.85,50.75,0.5,2,250.0,0.0,0.0
15.5,3,100,4,1,76.31,50.44,0.5,1,144.15,-1.85,-1.8400000000000034
15.5,4,100,4,2,17.57,51.88,0.5,2,106.47,0.95,1.1300000000000026
15.5,5,100,2,1,3.95,55.4,0.5,5,250.0,0.0,0.0
15.6,1,100,3,2,96.25,52.19,0.5,1,250.0,0.0,0.0
15.6,2,100,10000,2,19.26,50.66,0.5,2,250.0,0.0,0.0
15.6,3,100,4,1,77.71,50.35,0.5,1,144.2,-1.84,-1.8399999999999963
15.6,4,100,4,2,19.01,51.96,0.5,2,106.44,1.13,1.3000000000000043
15.6,5,100,2,1,5.49,55.48,0.5,5,250.0,0.0,0.0
15.7,1,100,3,2,97.7,52.11,0.5,1,250.0,0.0,0.0
15.7,2,100,3,3,1.11,50.56,0.5,2,250.0,0.0,0.0
15.7,3,100,4,1,79.11,50.27,0.5,1,144.26,-1.84,-1.8399999999999963
15.7,4,100,4,2,20.46,52.05,0.5,2,106.41,1.31,1.4899999999999949
15.7,5,100,2,1,7.04,55.55,0.5,5,250.0,0.0,0.0
15.8,1,100,3,2,99.15,52.02,0.5,1,250.0,0.0,0.0
15.8,2,100,3,3,2.51,50.47,0.5,2,250.0,0.0,0.0
15.8,3,100,4,1,80.51,50.18,0.5,1,144.31,-1.84,-1.8400000000000034
15.8,4,100,4,2,21.9,52.13,0.5,2,106.37,1.48,1.6600000000000037
15.8,5,100,2,1,8.58,55.63,0.5,5,250.0,0.0,0.0
15.9,1,100,3,2,100.59,51.93,0.5,1,250.0,0.0,0.0
15.9,2,100,3,3,3.91,50.37,0.5,2,250.0,0.0,0.0
15.9,3,100,4,1,81.9,50.09,0.5,1,144.36,-1.84,-1.8399999999999963
15.9,4,100,4,2,23.35,52.21,0.5,2,106.32,1.66,1.8400000000000034
15.9,5,100,2,1,10.13,55.7,0.5,5,250.0,0.0,0.0
16.0,1,100,3,2,102.03,51.84,0.5,1,250.0,0.0,0.0
16.0,2,100,3,3,5.31,50.27,0.5,2,250.0,0.0,0.0
16.0,3,100,4,1,83.29,50.0,0.5,1,144.41,-1.83,-1.8400000000000034
16.0,4,100,4,2,24.8,52.29,0.5,2,106.28,1.84,2.019999999999996
16.0,5,100,2,1,11.67,55.78,0.5,5,250.0,0.0,0.0
16.1,1,100,3,2,103.47,51.75,0.5,1,250.0,0.0,0.0
16.1,2,100,3,3,6.7,50.18,0.5,2,250.0,0.0,0.0
16.1,3,100,4,1,84.68,49.92,0.5,1,144.46,-1.83,-1.8299999999999983
16.1,4,100,4,2,26.26,52.38,0.5,2,106.22,2.02,2.200000000000003
16.1,5,100,2,1,13.22,55.85,0.5,5,250.0,0.0,0.0
16.2,1,100,3,2,104.91,51.66,0.5,1,250.0,0.0,0.0
16.2,2,100,3,3,8.1,50.08,0.5,2,250.0,0.0,0.0
16.2,3,100,4,1,86.06,49.83,0.5,1,144.51,-1.83,-1.8299999999999983
16.2,4,100,4,2,27.71,52.46,0.5,2,106.16,2.2,2.3800000000000026
16.2,5,100,2,1,14.78,55.92,0.5,5,250.0,0.0,0.0
16.3,1,100,3,2,106.34,51.57,0.5,1,250.0,0.0,0.0
16.3,2,100,3,3,9.49,49.99,0.5,2,250.0,0.0,0.0
16.3,3,100,4,1,87.44,49.74,0.5,1,144.56,-1.83,-1.8299999999999983
16.3,4,100,4,2,29.17,52.54,0.5,2,106.1,2.38,2.549999999999997
16.3,5,100,2,1,16.33,56.0,0.5,5,250.0,0.0,0.0
16.4,1,100,3,2,107.77,51.48,0.5,1,250.0,0.0,0.0
16.4,2,100,3,3,10.87,49.89,0.5,2,250.0,0.0,0.0
16.4,3,100,4,1,88.83,49.66,0.5,1,144.61,-1.83,-1.8200000000000003
16.4,4,100,4,2,30.63,52.62,0.5,2,106.03,2.56,2.729999999999997
16.4,5,100,2,1,17.89,56.07,0.5,5,250.0,0.0,0.0
16.5,1,100,3,2,109.2,51.46,0.5,1,250.0,0.0,0.0
16.5,2,100,3,3,12.26,49.79,0.5,2,250.0,0.0,0.0
16.5,3,100,4,1,90.2,49.57,0.5,1,144.66,-1.82,-1.8900000000000006
16.5,4,100,4,2,32.1,52.71,0.5,2,105.96,2.73,2.9200000000000017
16.5,5,100,2,1,19.45,56.15,0.5,5,250.0,0.0,0.0
16.6,1,100,3,2,110.63,51.52,0.5,1,250.0,0.0,0.0
16.6,2,100,3,3,13.64,49.7,0.5,2,250.0,0.0,0.0
16.6,3,100,4,1,91.58,49.48,0.5,1,144.71,-1.89,-2.0400000000000063
16.6,4,100,4,2,33.56,52.79,0.5,2,105.88,2.91,3.0899999999999963
16.6,5,100,2,1,21.01,56.22,0.5,5,250.0,0.0,0.0
16.7,1,100,3,2,112.06,51.61,0.5,1,250.0,0.0,0.0
16.7,2,100,3,3,15.02,49.6,0.5,2,250.0,0.0,0.0
16.7,3,100,4,1,92.95,49.4,0.5,1,144.77,-2.04,-2.210000000000001
16.7,4,100,4,2,35.03,52.87,0.5,2,105.8,3.09,3.269999999999996
16.7,5,100,2,1,22.57,56.3,0.5,5,250.0,0.0,0.0
16.8,1,100,3,2,113.5,51.7,0.5,1,250.0,0.0,0.0
16.8,2,100,3,3,16.39,49.5,0.5,2,250.0,0.0,0.0
16.8,3,100,4,1,94.32,49.31,0.5,1,144.83,-2.21,-2.3900000000000006
16.8,4,100,4,2,36.5,52.95,0.5,2,105.71,3.27,3.450000000000003
16.8,5,100,2,1,24.14,56.37,0.5,5,250.0,0.0,0.0
16.9,1,100,3,2,114.93,51.79,0.5,1,250.0,0.0,0.0
16.9,2,100,3,3,17.77,49.48,0.5,2,250.0,0.0,0.0
16.9,3,100,4,1,95.69,49.22,0.5,1,144.89,-2.39,-2.5700000000000003
16.9,4,100,4,2,37.97,53.04,0.5,2,105.61,3.45,3.5600000000000023
16.9,5,100,2,1,25.7,56.45,0.5,5,250.0,0.0,0.0
17.0,1,100,3,2,116.37,51.88,0.5,1,250.0,0.0,0.0
17.0,2,100,3,3,19.14,49.53,0.5,2,250.0,0.0,0.0
17.0,3,100,4,1,97.06,49.13,0.5,1,144.96,-2.57,-2.75
17.0,4,100,4,2,39.44,53.12,0.5,2,105.52,3.56,3.5899999999999963
17.0,5,100,2,1,27.27,56.52,0.5,5,250.0,0.0,0.0
17.1,1,100,3,2,117.82,51.96,0.5,1,250.0,0.0,0.0
17.1,2,100,3,3,20.52,49.62,0.5,2,250.0,0.0,0.0
17.1,3,100,4,1,98.42,49.05,0.5,1,145.03,-2.74,-2.9100000000000037
17.1,4,100,4,2,40.92,53.2,0.5,2,105.42,3.59,3.5800000000000054
17.1,5,100,2,1,28.84,56.6,0.5,5,250.0,0.0,0.0
17.2,1,100,3,2,119.26,52.05,0.5,1,250.0,0.0,0.0
17.2,2,100,3,3,21.9,49.72,0.5,2,250.0,0.0,0.0
17.2,3,100,4,1,99.78,48.96,0.5,1,145.11,-2.92,-3.0899999999999963
17.2,4,100,4,2,42.4,53.28,0.5,2,105.32,3.58,3.5600000000000023
17.2,5,100,2,1,30.42,56.67,0.5,5,250.0,0.0,0.0
17.3,1,100,3,2,120.71,52.14,0.5,1,250.0,0.0,0.0
17.3,2,100,3,3,23.28,49.82,0.5,2,250.0,0.0,0.0
17.3,3,100,4,1,101.14,48.87,0.5,1,145.2,-3.09,-3.270000000000003
17.3,4,100,4,2,43.88,53.29,0.5,2,105.22,3.56,3.469999999999999
17.3,5,100,2,1,31.99,56.75,0.5,5,250.0,0.0,0.0
17.4,1,100,3,2,122.16,52.23,0.5,1,250.0,0.0,0.0
17.4,2,100,3,3,24.67,49.91,0.5,2,250.0,0.0,0.0
17.4,3,100,4,1,102.5,48.79,0.5,1,145.28,-3.27,-3.4399999999999977
17.4,4,100,4,2,45.36,53.23,0.5,2,105.12,3.48,3.3200000000000003
17.4,5,100,2,1,33.57,56.82,0.5,5,250.0,0.0,0.0
17.5,1,100,3,2,123.61,52.32,0.5,1,250.0,0.0,0.0
17.5,2,100,3,3,26.06,50.01,0.5,2,250.0,0.0,0.0
17.5,3,100,4,1,103.85,48.7,0.5,1,145.38,-3.45,-3.6199999999999974
17.5,4,100,4,2,46.84,53.15,0.5,2,105.03,3.32,3.1400000000000006
17.5,5,100,2,1,35.15,56.89,0.5,5,250.0,0.0,0.0
17.6,1,100,3,2,125.06,52.41,0.5,1,250.0,0.0,0.0
17.6,2,100,3,3,27.45,50.11,0.5,2,250.0,0.0,0.0
17.6,3,100,4,1,105.2,48.68,0.5,1,145.48,-3.62,-3.729999999999997
17.6,4,100,4,2,48.31,53.07,0.5,2,104.94,3.14,2.960000000000001
17.6,5,100,2,1,36.73,56.97,0.5,5,250.0,0.0,0.0
17.7,1,100,3,2,126.52,52.5,0.5,1,250.0,0.0,0.0
17.7,2,100,3,3,28.84,50.2,0.5,2,250.0,0.0,0.0
17.7,3,100,10000,1,0.4,48.74,0.5,1,145.58,-3.73,-3.759999999999998
17.7,4,100,4,2,49.79,52.99,0.5,2,104.85,2.96,2.789999999999999
17.7,5,100,2,1,38.31,56.97,0.5,5,250.0,0.0,0.0
17.8,1,100,3,2,127.98,52.59,0.5,1,250.0,0.0,0.0
17.8,2,100,3,3,30.24,50.3,0.5,2,250.0,0.0,0.0
17.8,3,100,10000,1,1.75,48.83,0.5,1,145.68,-3.76,-3.760000000000005
17.8,4,100,4,2,51.26,52.9,0.5,2,104.77,2.78,2.6000000000000014
17.8,5,100,2,1,39.89,56.9,0.5,5,250.0,0.0,0.0
17.9,1,100,3,2,129.44,52.68,0.5,1,250.0,0.0,0.0
17.9,2,100,3,3,31.63,50.39,0.5,2,250.0,0.0,0.0
17.9,3,100,10000,1,3.11,48.91,0.5,1,145.79,-3.76,-3.770000000000003
17.9,4,100,4,2,52.72,52.82,0.5,2,104.7,2.61,2.4299999999999997
17.9,5,100,2,1,41.47,56.83,0.5,5,250.0,0.0,0.0
18.0,1,100,3,2,130.91,52.77,0.5,1,250.0,0.0,0.0
18.0,2,100,3,3,33.04,50.49,0.5,2,250.0,0.0,0.0
18.0,3,100,10000,1,4.47,49.0,0.5,1,145.89,-3.76,-3.770000000000003
18.0,4,100,4,2,54.19,52.74,0.5,2,104.63,2.43,2.25
18.0,5,100,2,1,43.05,56.75,0.5,5,250.0,0.0,0.0
18.1,1,100,3,2,132.38,52.86,0.5,1,250.0,0.0,0.0
18.1,2,100,3,3,34.44,50.59,0.5,2,250.0,0.0,0.0
18.1,3,100,10000,1,5.83,49.09,0.5,1,146.0,-3.77,-3.769999999999996
18.1,4,100,4,2,55.65,52.66,0.5,2,104.56,2.25,2.069999999999993
18.1,5,100,2,1,44.63,56.68,0.5,5,250.0,0.0,0.0
18.2,1,100,3,2,133.84,52.95,0.5,1,250.0,0.0,0.0
18.2,2,100,3,3,35.85,50.68,0.5,2,250.0,0.0,0.0
18.2,3,100,10000,1,7.2,49.18,0.5,1,146.1,-3.77,-3.770000000000003
18.2,4,100,4,2,57.12,52.57,0.5,2,104.5,2.07,1.8900000000000006
18.2,5,100,2,1,46.2,56.6,0.5,5,250.0,0.0,0.0
18.3,1,100,3,2,135.32,53.04,0.5,1,250.0,0.0,0.0
18.3,2,100,3,3,37.26,50.78,0.5,2,250.0,0.0,0.0
18.3,3,100,10000,1,8.57,49.26,0.5,1,146.21,-3.77,-3.780000000000001
18.3,4,100,4,2,58.58,52.49,0.5,2,104.45,1.89,1.7100000000000009
18.3,5,100,2,1,47.77,56.53,0.5,5,250.0,0.0,0.0
18.4,1,100,3,2,136.79,53.12,0.5,1,250.0,0.0,0.0
18.4,2,100,3,3,38.67,50.87,0.5,2,250.0,0.0,0.0
18.4,3,100,10000,1,9.94,49.35,0.5,1,146.31,-3.77,-3.769999999999996
18.4,4,100,4,2,60.03,52.41,0.5,2,104.4,1.71,1.5399999999999991
18.4,5,100,2,1,49.34,56.45,0.5,5,250.0,0.0,0.0
18.5,1,100,3,2,138.27,53.21,0.5,1,250.0,0.0,0.0
18.5,2,100,3,3,40.08,50.97,0.5,2,250.0,0.0,0.0
18.5,3,100,10000,1,11.31,49.44,0.5,1,146.41,-3.78,-3.770000000000003
18.5,4,100,4,2,61.49,52.33,0.5,2,104.35,1.53,1.3599999999999994
18.5,5,100,2,1,50.91,56.38,0.5,5,250.0,0.0,0.0
18.6,1,100,3,2,139.75,53.3,0.5,1,250.0,0.0,0.0
18.6,2,100,3,3,41.5,51.07,0.5,2,250.0,0.0,0.0
18.6,3,100,10000,1,12.68,49.52,0.5,1,146.52,-3.78,-3.779999999999994
18.6,4,100,4,2,62.94,52.24,0.5,2,104.31,1.36,1.1700000000000017
18.6,5,100,2,1,52.47,56.31,0.5,5,250.0,0.0,0.0
18.7,1,100,3,2,141.23,53.39,0.5,1,250.0,0.0,0.0
18.7,2,100,3,3,42.92,51.16,0.5,2,250.0,0.0,0.0
18.7,3,100,10000,1,14.06,49.61,0.5,1,146.62,-3.78,-3.780000000000001
18.7,4,100,4,2,64.39,52.16,0.5,2,104.28,1.18,1.0
18.7,5,100,2,1,54.03,56.23,0.5,5,250.0,0.0,0.0
18.8,1,100,3,2,142.71,53.48,0.5,1,250.0,0.0,0.0
18.8,2,100,3,3,44.34,51.26,0.5,2,250.0,0.0,0.0
18.8,3,100,10000,1,15.44,49.7,0.5,1,146.73,-3.78,-3.779999999999994
18.8,4,100,4,2,65.84,52.08,0.5,2,104.25,1.0,0.8200000000000003
18.8,5,100,2,1,55.6,56.16,0.5,5,250.0,0.0,0.0
